"Titularidad","Nombre","Dirección","CP","Municipio","Teléfono","Plazas","URL","Latitud","Longitud","Actualizado","Provincia"
"Privada sin fin de lucro","Residencia Nuestra Señora de las Virtudes","Avenida de A Coruña 5","15600","Pontedeume","981 43 00 71",94,"www.hermanitas.net/pagina/14-mapa-espana",43.404778,-8.166638,"5-04-20 00:14:44","A Coruña"
"Pública autonómica","Residencia Fundación José Otero - Carmela Martínez","Calle Escultor Camilo Otero 2","15702","Santiago de Compostela","881 99 86 48",150,"www.residencialcarlosiv.com/geriatria/residencias/residencia-de-mayores-de-santiago-de-compostela",42.866758,-8.546099,"11-07-20 00:14:44","A Coruña"
"Privada","DomusVi Ferrol","Avenida Esteiro 49 - 51","15403","Ferrol","981 93 00 30",151,"www.domusvi.es/residencia-de-tercera-edad-ferrol",43.483802,-8.223822,"3-04-20 00:14:44","A Coruña"
"Privada","Fogar residencial O Fogar de Gandarío","NA Lugar do Silvoso 8","15167","Bergondo","981 62 23 21",17,"www.ofogardegandario.com",43.339732,-8.246978,"7-07-20 00:14:44","A Coruña"
"Privada sin fin de lucro","Residencia Meu Lar","Calle Antonio Pereira 1 - 3, 1º","15007","Coruña (A)","981 24 59 54",30,"www.caritascoruna.org/index.php?option=com_content&view=section&layout=blog&id=10&Itemid=71",43.358049,-8.417066,"7-05-20 00:14:44","A Coruña"
"Privada","Residencia As Fragas","NA Campo de Cosme s/n","15600","Pontedeume","981 43 12 25",60,"www.asfragasresidencia.com",43.397456,-8.163896,"3-04-20 00:14:44","A Coruña"
"Privada sin fin de lucro","Residencia de ancianos García Hermanos","NA El Coto 15","15300","Betanzos","981 77 03 25",210,NA,43.272127,-8.212724,"20-02-20 00:14:44","A Coruña"
"Pública autonómica","Residencia de maiores Torrente Ballester","Calle Manuel García Canzobre 2","15002","Coruña (A)","981 22 63 67",96,NA,43.380749,-8.398754,"4-04-20 00:14:44","A Coruña"
"Privada","Residencia para maiores DomusVi Vimianzo","NA Prado do Muiño 12","15129","Vimianzo","981 70 75 35",150,"www.domusvi.es/residencia-para-mayores-vimianzo",43.110442,-9.028918,"16-04-20 00:14:44","A Coruña"
"Privada","DomusVi Carballo","NA Pedra Furada s/n","15100","Carballo","646 47 63 00",151,"www.domusvi.es/residencia-de-mayores-carballo",43.216295,-8.702504,"3-04-20 00:14:44","A Coruña"
"Pública autonómica","Fogar Residencial de Laracha","Travesía Eusebio Bertoa Queijo Urb. Cidade Xardin","15145","Laracha (A)","698 17 82 35",18,NA,43.247758,-8.590665,"28-05-20 00:14:44","A Coruña"
"Privada","Residencia El Pilar","Calle As Leiras 11 A - Labradio de Patelo","15165","Bergondo","981 79 41 15",58,"www.residenciaelpilar.net",43.313879,-8.235368,"19-04-20 00:14:44","A Coruña"
"Pública autonómica","Residencia de maiores Centro Sociosanitario Porta do Camiño","Calle Rodas 2","15704","Santiago de Compostela","881 67 55 57",84,NA,42.882054,-8.540113,"8-04-20 00:14:44","A Coruña"
"Privada","Residencia La Magdalena","Avenida de Villalba s/n","15320","Pontes de García Rodríguez (As)","981 45 00 82",56,NA,43.4533,-7.84781,"13-07-20 00:14:44","A Coruña"
"Pública autonómica","Residencia asistida de maiores de Oleiros","Rúa Do Río 60","15173","Oleiros","981 63 17 77",284,NA,43.339784,-8.312551,"4-04-20 00:14:44","A Coruña"
"Privada","Residencia Sua Casa","NA Lugar Silvalonga 8","15560","San Sadurniño","981 49 03 57",24,"www.suacasa.es",43.545977,-8.081549,"19-07-20 00:14:44","A Coruña"
"Privada","Residencia Servisenior Santiago","Calle Eira Vedra 72","15702","Santiago de Compostela","981 52 22 85",50,"www.servisenior.org/centros/",42.847674,-8.541838,"9-05-20 00:14:44","A Coruña"
"Privada","DomusVi Matogrande","Calle Federico García 2 - Pol. Matogrande","15009","Coruña (A)","981 17 48 55",135,"www.domusvi.es/residencia-para-mayores-sarquavitae-matogrande",43.339954,-8.403541,"29-03-20 00:14:44","A Coruña"
"Privada","Vivienda comunitaria El Carmen","Plaza de Alcacer 13","15600","Pontedeume","981 43 12 11",12,NA,43.406475,-8.172064,"9-07-20 00:14:44","A Coruña"
"Pública local","Vivienda comunitaria municipal","Calle Evaristo Martelo 1","15129","Vimianzo","981 70 74 04",12,"www.reacteda.com",43.109549,-9.033717,"23-04-20 00:14:44","A Coruña"
"Pública autonómica","Centro de atención a persoas maiores","NA Lugar Miñano 17","15330","Ortigueira","981 40 01 09",50,NA,43.689355,-7.854872,"6-05-20 00:14:44","A Coruña"
"Privada","Fogar Residencial Porto Avieira","Calle Celso Emilio Ferreiro 34 - Urb. Porto Avieira","15688","Oroso","981 69 18 65",24,"www.portoavieira.es",42.971598,-8.417888,"21-03-20 00:14:44","A Coruña"
"Privada","Residencia Val do Dubra y Vivienda comunitaria","NA Lugar da Igrexa 18","15871","Val do Dubra","981 88 25 72 / 981 88 29 08",52,"www.residenciavaldodubra.es",43.0225,-8.638333,"3-04-20 00:14:44","A Coruña"
"Privada","Residencia de maiores Bribes y Vivienda tutelada","NA Lugar A Riveiriña 6 B","15659","Cambre","981 67 65 06",40,"www.bribesresidencial.es",43.274468,-8.304328,"7-07-20 00:14:44","A Coruña"
"Privada","Fogar Ceilan","NA Lugar Ceilan - Monte 12","15862","Baña (A)","981 88 59 05",12,NA,42.923594,-8.734821,"20-02-20 00:14:44","A Coruña"
"Privada","Residencia Santo Estebo de Perlío","NA Lugar da Torre 1","15500","Fene","981 34 05 89",47,"www.resanes.com",43.473634,-8.17678,"29-05-20 00:14:44","A Coruña"
"Privada","Hogar Residencial El Pinar","NA Peiro de Arriba 66 C","15189","Culleredo","981 66 80 27",24,"www.hogaresidencialelpinar.com",43.248515,-8.41592,"20-02-20 00:14:44","A Coruña"
"Privada","Vivienda comunitaria Fogar de Sabela","Calle Esperante 11","15183","Carral","981 67 15 03",12,NA,43.229702,-8.355895,"3-04-20 00:14:44","A Coruña"
"Privada","Residencia Remanso-Claudina Somoza","Carretera dos Fortes 12","15011","Coruña (A)","981 12 87 30",118,"www.residenciaelremanso.es",43.37272,-8.437581,"4-04-20 00:14:44","A Coruña"
"Privada sin fin de lucro","Residencia de ancianos San Marcos","Rúa Santa Teresa de Jornet 17","15820","Santiago de Compostela","981 58 76 99",220,NA,42.896138,-8.494632,"21-03-20 00:14:44","A Coruña"
"Privada","DomusVi La Ciudad","Calle Santo Domingo 11 - 15","15001","Coruña (A)","981 20 58 12",77,"www.domusvi.es/residencia-de-mayores-la-ciudad-coruna",43.369891,-8.39146,"20-03-20 00:14:44","A Coruña"
"Privada","Nuestra Señora del Carmen","Calle Alfredo Saralegui 1","15155","Fisterra","981 74 01 93",15,"www.acolle.com/mostrar_centro/7/residencia-nosa-senora-do-carme-fisterra/",42.904317,-9.261039,"11-07-20 00:14:44","A Coruña"
"Pública autonómica","Vivienda comunitaria de Vilasantar","Calle O Real s/n","15807","Vilasantar","981 77 81 69",12,NA,43.073417,-8.123601,"20-02-20 00:14:44","A Coruña"
"Pública autonómica","Residencia de Maiores Volta do Castro","Calle Ildefonso Sánchez Mera 7","15706","Santiago de Compostela","881 86 76 70",150,NA,42.864375,-8.559727,"3-04-20 00:14:44","A Coruña"
"Privada","Vivienda comunitaria O Noso Acougo","NA Boeiro s/n","15552","Valdoviño","981 48 61 88",12,NA,43.601793,-8.147162,"6-07-20 00:14:44","A Coruña"
"Privada","Vivienda comunitaria La Paz I y II","NA Cruceiro de Roo - Lagoa 2","15287","Outes","981 76 55 70",24,"www.lapazservicios.com",42.818402,-8.923809,"10-04-20 00:14:44","A Coruña"
"Pública autonómica","Residencia de maiores de Carballo","Plaza de Vigo 11","15100","Carballo","881 88 04 10",26,NA,43.219749,-8.687463,"8-04-20 00:14:44","A Coruña"
"Pública autonómica","Residencia de Laraxe - Cabanas","Carretera Laraxe 74","15621","Cabanas","981 43 38 88",172,"www.domusvi.es/residencia-de-personas-mayores-de-laraxe",43.443314,-8.166405,"5-04-20 00:14:44","A Coruña"
"Privada sin fin de lucro","Residencia Santa Teresa de Jornet","Calle Santa Teresa de Jornet 4","15009","Coruña (A)","981 20 24 22 / 981 20 79 86",169,NA,43.3379,-8.3937,"20-02-20 00:14:44","A Coruña"
"Privada","Vivienda comunitaria Os Olivos","Avenida Venezuela 92","15173","Oleiros","981 63 14 71 / 981 63 16 35",12,"www.residenciaosolivos.es",43.33804,-8.329871,"9-05-20 00:14:44","A Coruña"
"Pública autonómica","Residencia de maiores de Arteixo","Calle Río Tambre s/n","15142","Arteixo","981 11 92 40",64,NA,43.302117,-8.508332,"18-01-20 00:14:44","A Coruña"
"Privada","Residencia Orpea A Coruña","Calle de Laxe 120","15174","Culleredo","981 13 88 53",200,"www.orpea.es/residencia/a-coruna/",43.320415,-8.40564,"28-03-20 00:14:44","A Coruña"
"Pública autonómica","Residencia de maiores Caranza-Ferrol","Calle Pardo Bazán s/n (Políg. Caranza)","15406","Ferrol","881 93 83 30",191,NA,43.4816,-8.20175,"4-04-20 00:14:44","A Coruña"
"Privada","Residencia Santa María de Oís","NA Lugar Parada 14","15316","Coirós","981 79 64 32",59,"www.santamariadeois.es",43.234423,-8.12958,"22-08-20 00:14:44","A Coruña"
"Privada","Residencia Servisenior Brión","Calle Tarrio 3","15865","Brión","981 11 11 86",52,NA,42.859428,-8.677973,"9-04-20 00:14:44","A Coruña"
"Privada","Viviendas comunitarias Sant-Yago 1 y Sant-Yago 2","Avenida del Pasaje 91","15006","Coruña (A)","981 28 70 63 / 657 29 05 67",23,"www.residenciasantyago.es",43.333365,-8.386815,"4-09-20 00:14:44","A Coruña"
"Pública local","Residencia de Boimorto","Calle Gándara 73","15817","Boimorto","981 51 62 10",37,"www.concellodeboimorto.es/es/presentacion-del-centro",42.998081,-8.133858,"4-04-20 00:14:44","A Coruña"
"Privada sin fin de lucro","Residencia Mi Casa Ferrol","Calle A Coruña 57","15401","Ferrol","981 35 39 99",125,NA,43.484932,-8.236806,"25-04-20 00:14:44","A Coruña"
"Privada","Fogar Residencial Avos Felices","NA Entrecasas s/n","15145","Laracha (A)","659 73 61 13",40,"www.avosfelices.com",43.251418,-8.619387,"11-07-20 00:14:44","A Coruña"
"Privada","Complexo xerontolóxico O Castro","NA O Castro - Calo NA","15866","Teo","981 80 02 06",76,"www.residenciaocastro.com",42.817,-8.59255,"5-04-20 00:14:44","A Coruña"
"Privada","Residencia ASDEN","Calle Rafael Dieste 7 - Almeiras","15174","Culleredo","981 66 66 87",35,"www.asdenresidencia.com",43.306888,-8.367995,"16-07-20 00:14:44","A Coruña"
"Privada","Residencia para maiores ADCOR","Carretera dos Fortes 14","15011","Coruña (A)","981 21 70 57",32,"www.adcor.org",43.373263,-8.437988,"8-04-20 00:14:44","A Coruña"
"Privada","Vivenda Valle de Rumbo Tercera Edad","Calle Rumbo 39","15189","Culleredo","981 66 80 93 / 626 79 65 10",12,"www.residenciavallederumbo.es",43.263068,-8.399945,"8-04-20 00:14:44","A Coruña"
"Privada","Caser Residencial A Zapateira","Calle María Corredoira s/n","15174","Culleredo","981 16 37 10",192,"www.caseresidencial.es/a-zapateira",43.302397,-8.411837,"5-04-20 00:14:44","A Coruña"
"Privada","Residencia Nuestra Señora de la Magdalena","Calle Arentia s/n","15816","Boimorto","981 51 60 98",50,NA,43.03876,-8.136438,"23-06-20 00:14:44","A Coruña"
"Privada","Sanitas Residencial A Coruña","Calle Santo Tomás 9 - 11 - 13","15002","Coruña (A)","981 90 32 95 / 981 90 33 85",127,"www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-acoruna",43.379446,-8.398745,"18-05-20 00:14:44","A Coruña"
"Privada","DomusVi Narón","Calle Luis Amado 10 - 12","15570","Narón","981 39 26 09",150,"www.domusvi.es/residencia-de-mayores-naron-coruna",43.497642,-8.192117,"20-03-20 00:14:44","A Coruña"
"Privada","Residencia Puentevea","NA Lugar de Olveira 23","15883","Teo","981 80 91 58",74,"www.residenciapuentevea.com",42.795146,-8.548835,"10-04-20 00:14:44","A Coruña"
"Privada","Vivienda comunitaria Entrelimoeiros","NA Lugar O Foxo 13","15565","Somozas (As)","981 07 94 86",12,NA,43.526025,-7.940338,"1-06-20 00:14:44","A Coruña"
"Privada","DomusVi San Lázaro","Calle Fernando de Casas Novoa 33","15707","Santiago de Compostela","981 56 84 11",156,"www.domusvi.es/residencia-mayores-santiago-de-compostela-san-lazaro",42.884271,-8.51508,"8-05-20 00:14:44","A Coruña"
"Pública autonómica","Fogar Residencial de Cerceda","NA Polígono O Acevedo parc. SAU 1","15185","Cerceda","981 68 52 09",22,NA,43.178616,-8.475349,"7-06-20 00:14:44","A Coruña"
"Privada","Residencia de mayores de Ordes","Calle Víctor González Falla 26","15680","Ordes","981 52 24 26",49,"www.fesan.org",43.074641,-8.409498,"6-06-20 00:14:44","A Coruña"
"Privada","Vivienda comunitaria O Teu Lar","Calle Crónicas 3 - 1º A y B","15350","Cedeira","981 48 02 82",12,NA,43.659117,-8.058535,"15-04-20 00:14:44","A Coruña"
"Privada","DomusVi A Coruña","Avenida Rosalía de Castro 10","15179","Oleiros","981 61 16 59",154,"www.domusvi.es/residencia-de-mayores-a-coruna",43.329936,-8.338522,"4-04-20 00:14:44","A Coruña"
"Privada","Residencia da 3ª idade Os Tercios","Plaza Luar s/n","15822","Touro","981 81 45 09",52,"www.ostercios.com",42.869558,-8.306652,"12-04-20 00:14:44","A Coruña"
"Privada","Residencia San Simón","NA Lugar Constela - Cacheiras 44","15883","Teo","981 80 78 20",85,"www.lasencinassg.com",42.819038,-8.554805,"5-04-20 00:14:44","A Coruña"
"Pública autonómica","Residencia de Melide","Rúa Padres Pasionistas 5","15800","Melide","981 50 71 33",52,NA,42.920372,-8.020732,"2-02-20 00:14:44","A Coruña"
"Privada","DomusVi Noia","Calle Vizconde San Alberto 30","15200","Noia","981 82 58 40",151,"www.domusvi.es/residencia-de-mayores-noia-coruna",42.777127,-8.890918,"3-04-20 00:14:44","A Coruña"
"Privada","Ballesol Oleiros","Rúa Cormorán 3 (zona Grajal)","15179","Oleiros","981 63 42 20",212,"ballesol.es/residencias-para-mayores-en-galicia/ballesol-oleiros",43.323735,-8.364767,"20-02-20 00:14:44","A Coruña"
"Privada","Residencia Victoria","NA Lugar Cepeda 4 - Oza","15883","Teo","981 80 74 79",58,"www.geriatricovictoria.com",42.800623,-8.529196,"9-04-20 00:14:44","A Coruña"
"Privada sin fin de lucro","Residencia de 3ª edad Padre Rubinos","Ronda de Outeiro 325","15011","Coruña (A)","981 90 11 22",146,"www.padrerubinos.org",43.371989,-8.426015,"9-04-20 00:14:44","A Coruña"
"Privada","Residencia de Maiores O Casón","NA Lugar San Xurxo s/n","15563","Moeche","981 40 45 78",30,"www.residenciaocason.com",43.535921,-8.005723,"28-03-20 00:14:44","A Coruña"
"Pública autonómica","Residencia de Mayores de Ribeira","Calle Romero Ortiz 1","15960","Ribeira","981 83 54 20",106,"www.residencialcarlosiv.com/geriatria/residencias/residencia-de-mayores-de-riveira",42.552895,-8.989953,"21-03-20 00:14:44","A Coruña"
"Privada","Miniresidencia Fonte do Santo","NA Lugar Os Chas 42","15316","Coirós","981 77 62 61",32,"www.fontedosanto.com",43.254953,-8.166188,"8-04-20 00:14:44","A Coruña"
"Privada sin fin de lucro","Residencia San José de Jubía","Rúa Estrada de Castela 500","15572","Narón","981 38 24 30",151,NA,43.511094,-8.179219,"9-04-20 00:14:44","A Coruña"
"Pública autonómica","Residencia de Mayores Río Guadazaón","Calle Piojo s/n","16350","Carboneras de Guadazaón","969 34 90 31",33,"www.fsyc.org/proyectos/residencia-carboneras-guadazaon",39.896899,-1.806698,"21-09-20 00:14:44","Cuenca"
"Privada","Centro Geriátrico Nuestra Señora de Consolación","Calle Goya 4","16235","Iniesta","967 54 51 41",56,NA,39.447085,-1.753373,"10-04-20 00:14:44","Cuenca"
"Pública local","Vivienda de mayores El Acebrón","Calle San Miguel s/n","16412","Acebrón (El)","969 12 50 58",8,NA,39.90993,-2.981912,"13-09-20 00:14:44","Cuenca"
"Pública local","Vivienda Municipal de Mayores II","Calle Río 1","16841","Albalate de las Nogueras","969 31 36 49",10,NA,40.367483,-2.275287,"25-04-20 00:14:44","Cuenca"
"Pública local","Vivienda de Mayores","Calle Picazo 1","16870","Beteta","969 31 82 76",10,NA,40.572612,-2.07668,"20-05-20 00:14:44","Cuenca"
"Pública local","Vivienda Municipal de Mayores","Calle San Roque s/n","16194","Fuentenava de Jábaga","969 27 11 25",7,NA,40.086376,-2.261104,"10-09-20 00:14:44","Cuenca"
"Privada sin fin de lucro","Residencia de Ancianos San Vicente de Paúl","Calle Marqués 10","16600","San Clemente","969 30 01 85 / 648 54 54 59",94,"www.residenciasanvicentedepaul.com",39.404051,-2.427195,"20-05-20 00:14:44","Cuenca"
"Pública local","Vivienda de Mayores","Calle de la Cultura s/n","16730","Honrubia","969 29 24 24",10,"www.geriresidencias.es/residencias/vivienda-de-mayores/4832/f",39.614386,-2.280196,"19-04-20 00:14:44","Cuenca"
"Pública local","Vivienda Tutelada","Calle Parque de la Isla 1","16460","Barajas de Melo","969 12 11 84",10,NA,40.122064,-2.918542,"14-09-20 00:14:44","Cuenca"
"Pública local","Vivienda de Mayores I","Calle Río s/n","16841","Albalate de las Nogueras","969 31 36 29 / 969 31 36 49",10,NA,40.367483,-2.275287,"25-04-20 00:14:44","Cuenca"
"Privada","AMAVIR El Pinar","Avenida Acebo s/n","16190","Chillarón de Cuenca","969 27 32 97",120,"www.amavir.es/residencia-de-ancianos-cuenca-amavir-el-pinar",40.084321,-2.211958,"3-04-20 00:14:44","Cuenca"
"Privada","Residencia de Mayores Fuenterecreo","Calle General Borrero 85","16660","Pedroñeras (Las)","967 16 03 28",76,"www.fuenterecreo.com",39.44171,-2.659554,"10-09-20 00:14:44","Cuenca"
"Privada","Residencia Santísima Trinidad y Santa Petronila","Calle Santa Lucía 2","16220","Quintanar del Rey","967 49 50 09",53,"www.residenciastmatrinidad.org",39.342566,-1.928788,"6-05-20 00:14:44","Cuenca"
"Pública local","Vivienda municipal de mayores","Calle Río Magro 10","16313","Aliaguilla","969 36 45 38",8,NA,39.743126,-1.328428,"12-09-20 00:14:44","Cuenca"
"Pública local","Vivienda Tutelada de Mayores","Carretera de Madrid 1","16760","Olivares de Júcar","969 29 44 43",8,NA,39.762462,-2.357084,"8-03-20 00:14:44","Cuenca"
"Pública local","Vivienda Municipal de Mayores","Carrer San Sebastián s/n","16620","Alberca de Záncara (La)","967 15 07 67",12,NA,39.512713,-2.491804,"19-04-20 00:14:44","Cuenca"
"Pública local","Vivienda Tutelada de Mayores de Fuente de Pedro Naharro","Calle Bernardo Belinchón 12","16411","Fuente de Pedro Naharro","969 12 51 50",10,NA,39.922867,-3.011645,"4-04-20 00:14:44","Cuenca"
"Pública local","Vivienda municipal de mayores","Calle Agustín Fernández Muñoz 2","16195","Abia de la Obispalía","969 27 22 57",10,NA,40.019225,-2.39678,"7-02-20 00:14:44","Cuenca"
"Pública autonómica","Residencia de mayores Los Molinos","Calle Cuenca 1","16630","Mota del Cuervo","967 13 96 10",120,"www.araliaservicios.es/centro/cuenca-mota-del-cuervo",39.505174,-2.867639,"8-04-20 00:14:44","Cuenca"
"Pública local","Vivienda Tutelada de Campillo de Altobuey","Camino Quemado s/n","16210","Campillo de Altobuey","969 33 81 86",9,NA,39.610547,-1.80015,"5-04-20 00:14:44","Cuenca"
"Pública local","Vivienda Tutelada de 3ª Edad","Carretera de Villanueva de Alcardete 12","16415","Villamayor de Santiago","969 13 93 39",12,NA,39.733709,-2.927985,"12-07-20 00:14:44","Cuenca"
"Privada","Residencia Geriátrica Buendía","Carretera de Carrascosa a Sacedón Km. 42","16512","Buendía","969 37 30 57",55,NA,40.365156,-2.760109,"1-09-20 00:14:44","Cuenca"
"Pública local","Vivienda de Mayores","Calle Goya 2","16235","Iniesta","967 49 12 38",9,NA,39.446959,-1.75319,"26-04-20 00:14:44","Cuenca"
