,Titularidad,Nombre,Dirección,CP,Municipio,Teléfono,Plazas,URL,Latitud,Longitud,Actualizado,Provincia,geometry
1383,Privada,Residencia Los Mimbrales,Calle Pozo Fuente de Abajo s/n,10310.0,Talayuela,927 57 85 46,46.0,www.residenciaelromeral.es/los-mimbrales,39.975055,-5.611021,4-04-20 00:14:44,Cáceres,POINT (-5.611021 39.975055)
1384,Pública local,Residencia geriátrica Madroñera,Paseo del Parque s/n,10210.0,Madroñera,91 034 97 86,26.0,www.tercerhogar.com,39.423114,-5.7603480000000005,4-04-20 00:14:44,Cáceres,POINT (-5.760348 39.423114)
1385,Privada,Residencia Nuestra Señora del Carmen,Calle Ave María 1,10391.0,Rosalejo,927 55 03 99 / 646 62 76 28,46.0,residenciadelcarmen.blogspot.com,39.998831,-5.455095,3-04-20 00:14:44,Cáceres,POINT (-5.455095 39.998831)
1386,Pública local,Pisos tutelados de Calzadilla,Calle Mayor 58,10817.0,Calzadilla,924 14 63 98,23.0,,40.061291,-6.531658999999999,4-04-20 00:14:44,Cáceres,POINT (-6.531658999999999 40.061291)
1387,Privada,Real de Navalmoral para Mayores,Calle Antonio Concha 68,10300.0,Navalmoral de la Mata,927 53 33 22,151.0,realdenavalmoral.com,39.890262,-5.537254,11-04-20 00:14:44,Cáceres,POINT (-5.537254 39.890262)
1388,Pública local,Residencia El Molino,Calle San Francisco 3,10183.0,Torrequemada,927 20 51 82,14.0,,39.367899,-6.221853,23-05-20 00:14:44,Cáceres,POINT (-6.221853 39.367899)
1389,Pública local,Hogar club con pisos tutelados,Calle Obispo 18,10189.0,Salvatierra de Santiago,927 33 72 09,24.0,,39.302178999999995,-6.0332040000000005,4-04-20 00:14:44,Cáceres,POINT (-6.033204 39.302179)
1390,Pública local,Piso tutelado de Malpartida de Cáceres,Plaza del Sol 8,10910.0,Malpartida de Cáceres,927 27 56 04,13.0,,39.445906,-6.50451,21-05-20 00:14:44,Cáceres,POINT (-6.50451 39.445906)
1391,Pública autonómica,Residencia asistida de mayores El Cuartillo,Avenida de la Universidad 60 - Apdo. de Correos: 299,10003.0,Cáceres,927 00 52 80,320.0,,39.476385,-6.3418339999999995,4-04-20 00:14:44,Cáceres,POINT (-6.341834 39.476385)
1392,Pública local,Residencia Virgen de la Asunción,Paseo a la Madre 5,10864.0,Torre de Don Miguel,927 44 10 97,68.0,,40.225004,-6.577764999999999,3-04-20 00:14:44,Cáceres,POINT (-6.577764999999999 40.225004)
1393,Pública local,Residencia de mayores María Inmaculada,Calle Príncipe 3,10135.0,Alcollarín,927 34 09 99,19.0,,39.2442,-5.738485,16-07-20 00:14:44,Cáceres,POINT (-5.738485 39.2442)
1394,Pública autonómica,Residencia de 3ª edad Madrigal,Calle Álamo 2,10480.0,Madrigal de la Vera,927 56 53 19,48.0,,40.146403,-5.365982,5-05-20 00:14:44,Cáceres,POINT (-5.365982 40.146403)
1395,Pública local,Residencia Padre Damián,Calle Donantes de Sangre 2,10271.0,Plasenzuela,927 31 37 45,72.0,,39.381592,-6.047092,15-07-20 00:14:44,Cáceres,POINT (-6.047092 39.381592)
1396,Pública local,Residencia de mayores de Deleitosa,Calle Cruz de los Ángeles 2,10370.0,Deleitosa,927 54 01 49,36.0,,39.641601,-5.648413,5-04-20 00:14:44,Cáceres,POINT (-5.648413 39.641601)
1397,Pública local,Pisos tutelados de Valdefuentes,Calle Juana María Ortíz 2,10180.0,Valdefuentes,927 38 80 01,20.0,,39.279413,-6.126098000000001,12-04-20 00:14:44,Cáceres,POINT (-6.126098000000001 39.279413)
1398,Pública local,Residencia de mayores,Travesía España s/n,10189.0,Santa Ana,927 33 71 02,18.0,,39.31062,-5.990089,3-04-20 00:14:44,Cáceres,POINT (-5.990089 39.31062)
1399,Pública local,Pisos tutelados de Casillas de Coria,Calle Pozo Encalao 8,10818.0,Casillas de Coria,927 14 62 02,25.0,,39.964408,-6.634157000000001,5-05-20 00:14:44,Cáceres,POINT (-6.634157000000001 39.964408)
1400,Privada,Residencia Virgen de la Montaña I,Carretera Nacional 630 Km. 541,10190.0,Casar de Cáceres,927 29 05 50,138.0,,39.547026,-6.43626,9-07-20 00:14:44,Cáceres,POINT (-6.43626 39.547026)
1401,Privada sin fin de lucro,Hogar de Nazaret,Calle Severo Ochoa s/n (Políg. La Data),10600.0,Plasencia,927 41 65 63,82.0,,40.0433,-6.071969999999999,3-04-20 00:14:44,Cáceres,POINT (-6.071969999999999 40.0433)
1402,Pública local,Residencia de mayores de Cedillo,Calle Antonio Moreno 16 - 18,10513.0,Cedillo,927 59 01 45,14.0,,39.650369,-7.497521000000001,23-05-20 00:14:44,Cáceres,POINT (-7.497521000000001 39.650369)
1403,Privada,Residencia La Inmaculada,Carretera de Guijo s/n,10800.0,Coria,927 50 07 23,70.0,,39.9946,-6.54039,4-04-20 00:14:44,Cáceres,POINT (-6.54039 39.9946)
1404,Privada,Residencia Nuestra Señora del Rosario,Calle Gaspar Muñoz 14,10004.0,Cáceres,927 21 14 15 / 927 21 15 18,62.0,,39.481171999999994,-6.378527,26-07-20 00:14:44,Cáceres,POINT (-6.378527 39.48117199999999)
1405,Pública local,Residencia San Roque - Pisos tutelados,Avenida Doctor Boticario s/n,10820.0,Cañaveral,927 30 00 06,20.0,,39.788882,-6.392594,7-05-20 00:14:44,Cáceres,POINT (-6.392594 39.788882)
1406,Privada,Residencia geriátrica Nuestra Señora de la Luz,Carretera Comarcal 511 Km. 43,10680.0,Malpartida de Plasencia,927 45 91 00 / 927 45 91 67 / 927 45 93 91,100.0,www.residencialaluz.com,39.977194,-6.030838,4-04-20 00:14:44,Cáceres,POINT (-6.030838 39.977194)
1407,Pública local,Pisos tutelados de Serradilla,Paseo de San Agustín 5,10530.0,Serradilla,927 40 70 02,30.0,,39.825807,-6.140345,4-08-20 00:14:44,Cáceres,POINT (-6.140345 39.825807)
1408,Privada,Residencia San Rafael,Calle Los Corrales 12,10580.0,Membrío,927 59 41 96 / 927 59 41 80,32.0,,39.528615,-7.054336,18-08-20 00:14:44,Cáceres,POINT (-7.054336 39.528615)
1409,Pública local,Residencia geriátrica,Calle Ejido 14,10813.0,Pozuelo de Zarzón,927 44 84 65,20.0,,40.146398,-6.413915,13-05-20 00:14:44,Cáceres,POINT (-6.413915 40.146398)
1410,Pública local,Residencia de mayores Pablo Naranjo,Avenida de Extremadura s/n,10659.0,Romangordo,927 57 65 23,50.0,,39.742081,-5.697945,3-04-20 00:14:44,Cáceres,POINT (-5.697945 39.742081)
1411,Pública local,Residencia de mayores,Calle María Babiano 50,10261.0,Robledillo de Trujillo,927 31 30 08,35.0,,39.270736,-5.980423,15-02-20 00:14:44,Cáceres,POINT (-5.980423 39.270736)
1412,Pública local,Piso tutelado municipal de Cañamero,Avenida Cervantes 59,10136.0,Cañamero,927 15 72 14,19.0,,39.383077,-5.389483,11-07-20 00:14:44,Cáceres,POINT (-5.389483 39.383077)
1413,Privada sin fin de lucro,Casa de la Misericordia,Avenida de Extremadura 2,10160.0,Alcuéscar,927 12 00 24,60.0,www.esclavosdemariaylospobres.org,39.181625,-6.2373709999999996,4-04-20 00:14:44,Cáceres,POINT (-6.237371 39.181625)
1414,Privada,Residencia de mayores Virgen de la Vega,Calle Vega de los Majadales s/n,10840.0,Moraleja,927 14 72 97,56.0,,40.051149,-6.666580000000001,8-07-20 00:14:44,Cáceres,POINT (-6.666580000000001 40.051149)
1415,Pública local,Residencia de mayores de Torrecillas de la Tiesa,Calle Las Acacias 37,10252.0,Torrecillas de la Tiesa,927 33 80 76,42.0,,39.567783,-5.741739,20-07-20 00:14:44,Cáceres,POINT (-5.741739 39.567783)
1416,Pública local,Pisos tutelados de Madrigalejo,Calle Gallego Fortuna 1,10110.0,Madrigalejo,927 35 45 92,22.0,,39.139196999999996,-5.628042,10-04-20 00:14:44,Cáceres,POINT (-5.628042 39.139197)
1417,Privada sin fin de lucro,Residencia Cristo de la Luz,Barrio El Cristo 1,10480.0,Madrigal de la Vera,927 56 55 84,34.0,,40.149772,-5.36891,18-07-20 00:14:44,Cáceres,POINT (-5.36891 40.149772)
1418,Pública local,Residencia Iluminada Martín de Ovelar,Calle Linares 23,10869.0,Torrecilla de los Ángeles,927 67 72 14 / 681 31 32 26,45.0,www.mensajerosdelapazextremadura.es/index.php/centros-de-atencion-a-la-dependencia/29-rmtorrecilla,40.244988,-6.417873999999999,3-04-20 00:14:44,Cáceres,POINT (-6.417873999999999 40.244988)
1419,Pública local,Hogar club con pisos tutelados de Casar de Cáceres,Calle Larga Baja 32,10190.0,Casar de Cáceres,927 29 11 96,14.0,,39.562409,-6.417154,6-05-20 00:14:44,Cáceres,POINT (-6.417154 39.562409)
1420,Pública local,Piso tutelado municipal de Logrosán,Calle Gabriel y Galán 3,10120.0,Logrosán,927 15 80 64,10.0,,39.336628000000005,-5.48984,1-04-20 00:14:44,Cáceres,POINT (-5.48984 39.336628)
1421,Privada,"Residencia Geriátrica Buenavista, S. L.",Camino de Cuartos s/n,10460.0,Losar de la Vera,927 57 01 89,53.0,,40.121035,-5.598715,16-05-20 00:14:44,Cáceres,POINT (-5.598715 40.121035)
1422,Privada,Residencia San Agustín,Avenida Extremadura s/n,10180.0,Valdefuentes,685 94 41 34,75.0,,39.283415000000005,-6.125337,8-04-20 00:14:44,Cáceres,POINT (-6.125337 39.28341500000001)
1423,Pública local,Pisos tutelados de Navas del Madroño,Plaza de la Constitución 1,10930.0,Navas del Madroño,927 37 53 27 / 927 37 53 27,26.0,,39.623053000000006,-6.6505149999999995,8-04-20 00:14:44,Cáceres,POINT (-6.650515 39.62305300000001)
1424,Privada,Residencia de mayores Nuestra Señora de Guadalupe,Avenida Virgen de Guadalupe s/n,10320.0,Bohonal de Ibor,927 57 42 62,80.0,www.residenciaguadalupe.es,39.781684000000006,-5.475763,13-04-20 00:14:44,Cáceres,POINT (-5.475763 39.78168400000001)
1425,Privada,Residencia de mayores La Hacienda,"Carretera Nacional 630 km. 560,5",10195.0,Cáceres,927 62 61 60,158.0,centrodemayoreslahacienda.com,39.417846000000004,-6.354421,5-04-20 00:14:44,Cáceres,POINT (-6.354421 39.417846)
1426,Pública local,Residencia Siete Villas,Calle Las Eras 38,10858.0,Villasbuenas de Gata,927 67 38 78,54.0,,40.176668,-6.62896,15-02-20 00:14:44,Cáceres,POINT (-6.62896 40.176668)
1427,Privada sin fin de lucro,Cottolengo del Padre Alegre,Calle Madre Francisca s/n,10623.0,Nuñomoral,927 43 33 29,43.0,www.cottolengopalegre.org,40.405024,-6.250128,4-04-20 00:14:44,Cáceres,POINT (-6.250128 40.405024)
1428,Pública local,Centro Residencial Peraleda de la Mata,Avenida Lucio García 98,10335.0,Peraleda de la Mata,927 55 92 09 / 681 31 32 26,46.0,,39.852015,-5.463311,9-04-20 00:14:44,Cáceres,POINT (-5.463311 39.852015)
1429,Privada,Residencia Santa Isabel,Calle Francisco Corcho 19,10830.0,Torrejoncillo,927 30 30 08,42.0,,39.895857,-6.46646,4-04-20 00:14:44,Cáceres,POINT (-6.46646 39.895857)
1430,Pública local,Residencia de mayores de Navaconcejo,Carretera Nacional 110 4,10613.0,Navaconcejo,927 17 31 78,30.0,,40.174845,-5.837727,26-02-20 00:14:44,Cáceres,POINT (-5.837727 40.174845)
1431,Privada,Residencia Geriátrica Virgen de la Montaña II,Calle Héroes de Baler s/n,10004.0,Cáceres,927 62 80 10,104.0,,39.482521000000006,-6.366092,9-07-20 00:14:44,Cáceres,POINT (-6.366092 39.48252100000001)
1432,Pública local,Pisos tutelados de Ceclavín,Avenida Emigrantes 15,10870.0,Ceclavín,927 37 46 55,14.0,,39.823527,-6.771027,13-03-20 00:14:44,Cáceres,POINT (-6.771027 39.823527)
1433,Privada sin fin de lucro,Residencial Banium,Avenida de los Mayores 1,10750.0,Baños de Montemayor,927 48 80 17,70.0,www.residencialbanium.com,40.319855,-5.85741,4-04-20 00:14:44,Cáceres,POINT (-5.85741 40.319855)
1434,Pública local,Residencia municipal de personas mayores,Calle Las Eras s/n,10910.0,Malpartida de Cáceres,927 27 64 71,31.0,www.nexusintegral.com/nuestros-centros/malpartida-de-caceres/,39.441246,-6.511436,10-07-20 00:14:44,Cáceres,POINT (-6.511436 39.441246)
1435,Privada,Residencia Santa Teresa,Calle Oaxaca 25 - bajo,10005.0,Cáceres,927 23 31 50,8.0,,39.455090999999996,-6.379116000000001,4-04-20 00:14:44,Cáceres,POINT (-6.379116000000001 39.455091)
1436,Pública local,Pisos tutelados,Avenida de la Constitución 110,10130.0,Zorita,927 34 00 02,12.0,,39.27872,-5.703969,5-04-20 00:14:44,Cáceres,POINT (-5.703969 39.27872)
1437,Privada,Residencia GERYVIDA,Calle Estambul 8,10005.0,Cáceres,927 10 18 00,212.0,www.geryvida.com,39.453607,-6.382848,4-04-20 00:14:44,Cáceres,POINT (-6.382848 39.453607)
1438,Pública autonómica,Residencia Buenos Aires,Calle Luis Chamizo 2,10500.0,Valencia de Alcántara,927 58 24 22,45.0,,39.414099,-7.24879,9-04-20 00:14:44,Cáceres,POINT (-7.24879 39.414099)
1439,Pública local,Residencia de mayores La Esperanza,Calle Peña Redonda 2,10187.0,Albalá,927 38 22 05,24.0,,39.257925,-6.189718,30-05-20 00:14:44,Cáceres,POINT (-6.189718 39.257925)
1440,Pública local,Residencia Mirador de los Ángeles,Plaza Las Eras s/n,10649.0,Pesga (La),927 67 46 09,28.0,,40.329014,-6.178057,9-04-20 00:14:44,Cáceres,POINT (-6.178057 40.329014)
1441,Privada sin fin de lucro,Residencia Fundación Masides,NA Finca Auditoría NA,10740.0,Aldeanueva del Camino,927 48 40 11,35.0,,40.265625,-5.943123,6-05-20 00:14:44,Cáceres,POINT (-5.943123 40.265625)
1442,Pública local,Balcón de Extremadura,Calle Taramilla s/n,10170.0,Montánchez,927 38 05 16,68.0,,39.223,-6.14888,11-04-20 00:14:44,Cáceres,POINT (-6.14888 39.223)
1443,Pública autonómica,Residencia de mayores Los Pinos,Avenida de la Hispanidad s/n,10600.0,Plasencia,927 40 16 69,96.0,,40.038643,-6.08345,5-04-20 00:14:44,Cáceres,POINT (-6.08345 40.038643)
1444,Privada,Residencia de mayores San Miguel,Carretera Nacional V Km. 181.7,10300.0,Navalmoral de la Mata,927 53 83 10 / 927 53 83 11,100.0,,39.89313,-5.554976,8-04-20 00:14:44,Cáceres,POINT (-5.554976 39.89313)
1445,Pública local,Residencia de Brozas,Plaza de Ovando 13,10950.0,Brozas,927 37 30 64,22.0,,39.613391,-6.778319000000001,8-10-20 00:14:44,Cáceres,POINT (-6.778319000000001 39.613391)
1446,Pública local,Hogar club con pisos tutelados Don Eladio Viñuelas,Calle La Gonzala 9,10280.0,Ibahernando,927 33 02 97,19.0,,39.324338,-5.917743,4-04-20 00:14:44,Cáceres,POINT (-5.917743 39.324338)
1447,Privada sin fin de lucro,Asilo de ancianos - Hermanitas de los Pobres,Calle Cañada Real 14,10600.0,Plasencia,927 41 55 50 / 927 41 75 56,80.0,,40.039676,-6.080903,4-04-20 00:14:44,Cáceres,POINT (-6.080903 40.039676)
1448,Pública local,Residencia de mayores de Hinojal,Plaza Pedro Rivas 13,10192.0,Hinojal,927 28 60 81,16.0,,39.711308,-6.359994,25-02-20 00:14:44,Cáceres,POINT (-6.359994 39.711308)
1449,Pública autonómica,Residencia club de ancianos Las Hurdes,Calle Afueras s/n,10623.0,Nuñomoral,927 01 58 29,25.0,,40.384382,-6.185519,9-04-20 00:14:44,Cáceres,POINT (-6.185519 40.384382)
1450,Pública local,El Péndere,Plaza de Extremadura 7,10510.0,Santiago de Alcántara,927 59 21 35,53.0,,39.607621,-7.242433,3-04-20 00:14:44,Cáceres,POINT (-7.242433 39.607621)
1451,Pública local,Piso tutelado Ángeles Bujanda,Calle La Higuera s/n,10460.0,Losar de la Vera,927 57 03 32,50.0,,40.120266,-5.605163,23-04-20 00:14:44,Cáceres,POINT (-5.605163 40.120266)
1452,,,,,,,,,,,,,POINT (nan nan)
1453,Privada,Centro Sociosanitario Servimayor Losar,Carretera EX-119 Km. 1,10460.0,Losar de la Vera,927 19 86 58,119.0,www.residenciaservimayor.es,40.119193,-5.618213,3-04-20 00:14:44,Cáceres,POINT (-5.618213 40.119193)
1454,Pública local,Pisos tutelados para personas mayores de Alcántara,Plaza de Portugal 14,10980.0,Alcántara,927 39 04 99,18.0,,39.717935,-6.8812940000000005,4-04-20 00:14:44,Cáceres,POINT (-6.881294 39.717935)
1455,Pública local,Residencia municipal,Calle Pozo 1,10666.0,Aceituna,927 43 10 82,20.0,,40.150534,-6.331017,8-04-20 00:14:44,Cáceres,POINT (-6.331017 40.150534)
1456,Pública local,Residencia de mayores de Hervás,Calle La Poza 4,10700.0,Hervás,927 47 34 10,46.0,,40.274119,-5.861079,3-04-20 00:14:44,Cáceres,POINT (-5.861079 40.274119)
1457,Pública local,Residencia Las Eras,Calle Eras 1 C,10868.0,Hernán-Pérez,927 44 51 27,28.0,,40.213239,-6.461784,8-04-20 00:14:44,Cáceres,POINT (-6.461784 40.213239)
1458,Pública local,Residencia Nuestra Señora de la Asunción,Carretera del Guijo de Granadilla 25,10650.0,Ahigal,927 43 90 10,20.0,bit.ly/2jujLA9,40.191914000000004,-6.181051999999999,3-05-20 00:14:44,Cáceres,POINT (-6.181051999999999 40.191914)
1459,Pública local,Residencia de mayores Balcón Hurdano,Avenida de Extremadura s/n,10628.0,Casares de las Hurdes,927 19 73 75,38.0,www.adomisacor.com,40.441054,-6.2892339999999995,19-07-20 00:14:44,Cáceres,POINT (-6.289234 40.441054)
1460,Privada sin fin de lucro,Asilo de ancianos - Hermanitas de los Pobres,Avenida de España 19,10002.0,Cáceres,927 22 32 21,100.0,,39.470619,-6.377535,8-04-20 00:14:44,Cáceres,POINT (-6.377535 39.470619)
1461,Pública local,Residencia de mayores,Carretera de Santiago 2,10511.0,Carbajo,927 19 14 12,48.0,www.grupoasoma.com/portfolio/carbajo/,39.603177,-7.191336,14-02-20 00:14:44,Cáceres,POINT (-7.191336 39.603177)
1462,Pública local,Residencia de personas mayores Dios Padre,Carretera de Hervás s/n,10812.0,Villanueva de la Sierra,927 44 53 94,20.0,,40.204682,-6.405411,18-05-20 00:14:44,Cáceres,POINT (-6.405411 40.204682)
1463,Privada,Residencia de mayores FEMAR,Calle San Juan s/n,10120.0,Logrosán,927 36 04 30,67.0,asociacionfemar.blogspot.com.es,39.329361999999996,-5.487864,10-07-20 00:14:44,Cáceres,POINT (-5.487864 39.329362)
1464,Pública local,Residencia de mayores de Zarza la Mayor,Calle Altozano 9,10880.0,Zarza la Mayor,927 37 01 85,20.0,,39.876587,-6.865330999999999,1-03-20 00:14:44,Cáceres,POINT (-6.865330999999999 39.876587)
1465,Pública autonómica,Patronato Residencia de Ancianos,Calle Salvador 1,10800.0,Coria,927 50 80 50,88.0,www.coria.org/a2012/b211.asp,39.9898,-6.5334699999999994,6-07-20 00:14:44,Cáceres,POINT (-6.533469999999999 39.9898)
1466,Pública local,Residencia Sierra de los Canchos,Travesía Carretera de Serradilla s/n,10540.0,Mirabel,927 45 00 36,46.0,,39.860337,-6.232397,15-02-20 00:14:44,Cáceres,POINT (-6.232397 39.860337)
1467,Pública local,Hogar residencia San Pedro de Alcántara,Avenida de Lisboa 2,10500.0,Valencia de Alcántara,927 58 06 24,58.0,,39.408221999999995,-7.247644,10-04-20 00:14:44,Cáceres,POINT (-7.247644 39.40822199999999)
1468,Pública local,Residencia Francisco Sánchez Salazar,Calle Pedro Campón 2,10163.0,Aldea del Cano,927 38 30 90,32.0,www.laconsolacion.com/r-g-aldea-del-cano-francisco-sanchez-salazar,39.288138000000004,-6.317956,3-05-20 00:14:44,Cáceres,POINT (-6.317956 39.288138)
1469,Pública local,Residencia de mayores,Plaza de España 7,10730.0,Casas del Monte,927 17 92 64,32.0,,40.202524,-5.960714,7-07-20 00:14:44,Cáceres,POINT (-5.960714 40.202524)
1470,Pública local,Residencia El Cerro,Carretera de Cabrero Km. 1,10616.0,Casas del Castañar,927 47 85 83,40.0,residenciaelcerro.business.site,40.108226,-5.900889,4-04-20 00:14:44,Cáceres,POINT (-5.900889 40.108226)
1471,Pública local,Residencia Virgen de Fuentes Claras,Avenida Condes de Nieva 26,10490.0,Valverde de la Vera,927 56 62 22,20.0,,40.121796999999994,-5.498335,26-04-20 00:14:44,Cáceres,POINT (-5.498335 40.12179699999999)
1472,Privada sin fin de lucro,Casa de la Misericordia Padre Leocadio,Avenida Cristo de la Salud s/n,10630.0,Pinofranqueado,927 67 43 03,40.0,,40.303667,-6.330976000000001,4-04-20 00:14:44,Cáceres,POINT (-6.330976000000001 40.303667)
1473,Privada,Residencia de mayores La Consolación,Calle Clemente Sánchez Ramos 6,10001.0,Cáceres,927 22 44 74,24.0,www.laconsolacion.com/la-consolacion,39.471410999999996,-6.379054,3-05-20 00:14:44,Cáceres,POINT (-6.379054 39.471411)
1474,Pública autonómica,Residencia de mayores de Jaraíz de la Vera,Carretera de Plasencia s/n,10400.0,Jaraíz de la Vera,927 01 40 19,63.0,,40.0533,-5.75738,5-05-20 00:14:44,Cáceres,POINT (-5.75738 40.0533)
1475,Pública local,Residencia Peñas Albas,Parque San Antonio s/n,10610.0,Cabezuela del Valle,927 47 20 04,39.0,,40.191319,-5.8067839999999995,9-04-20 00:14:44,Cáceres,POINT (-5.806784 40.191319)
1476,Pública local,Residencia municipal de Villa del Rey,Calle Párroco Peguero 12,10960.0,Villa del Rey,927 39 51 54,12.0,,39.657558,-6.822169000000001,1-03-20 00:14:44,Cáceres,POINT (-6.822169000000001 39.657558)
1477,Pública local,Piso tutelado Maestro Marino Timón,Calle Mastacón 31,10492.0,Viandar de la Vera,927 57 36 31,12.0,,40.123384,-5.539251,24-07-20 00:14:44,Cáceres,POINT (-5.539251 40.123384)
1478,Pública local,Pisos tutelados de Pozuelo de Zarzón,Calle Ejido s/n,10813.0,Pozuelo de Zarzón,927 44 82 47,18.0,,40.146398,-6.41391,4-04-20 00:14:44,Cáceres,POINT (-6.41391 40.146398)
1479,Pública local,Pisos tutelados de Garrovillas,Avenida Soledad s/n,10940.0,Garrovillas de Alconétar,927 30 90 02,20.0,,39.711978,-6.546926999999999,11-09-20 00:14:44,Cáceres,POINT (-6.546926999999999 39.711978)
1480,Pública local,Pisos tutelados para mayores de Casas de Millán,Calle Luis de Miranda s/n,10592.0,Casas de Millán,927 30 61 22,20.0,,39.815217,-6.32826,31-07-20 00:14:44,Cáceres,POINT (-6.32826 39.815217)
1481,Pública local,Residencia municipal,Avenida Soledad s/n,10940.0,Garrovillas de Alconétar,927 30 96 57,120.0,www.grupoasoma.com/portfolio/garrovillas-de-alconetar/,39.711948,-6.5459629999999995,9-05-20 00:14:44,Cáceres,POINT (-6.545963 39.711948)
